label,sentence1,sentence2 
main-news,Google's investors include prominent VC firms Kleiner Perkins Caufield & Byers and Sequoia Capital the paper noted.,Google's early stage backers in include California-based Stanford University and VC firms Kleiner Perkins and Sequoia Capital.
main-news,July 1st is the sixth anniversary of Hong Kong's return to Chinese rule.,The rally overshadowed ceremonies marking the sixth anniversary of Hong Kong's return to China on 1 July 1997.
main-news,Joining Boston on Monday were the Massachusetts communities of Watertown Saugus and Framingham.,Along with Boston
main-news,ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan.,Israeli soldiers began tearing down settlement outposts in the West Bank yesterday - an Israeli obligation under a new Mideast peace plan.
main-news,The union had not yet revealed which chain would be targeted.,The union said it would reveal later which chain would be targeted.
main-news,"Get it all out says Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm based in New York City.","Innocent or not, she's damaged goods said Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm in New York.
main-news"
main-news,"""Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism Mr Howard said.","Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism, he said.
main-news"
main-news,"""Whatever has happened to you by way of punishment is certainly more than enough Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom.",What has happened to you
main-news,Dynes came to UC San Diego in 1991 after 22 years as a physicist with AT&T Bell Labs.,Dynes has been at UC San Diego since 1991 after spending 22 years with AT&T Bell Labs
main-news,Meningitis is an infection of the spinal cord fluid and the tissue around the brain.,Meningitis is an infection of the fluid in a person's spinal cord and around the brain.
main-news,Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.,The missing workers
main-news,"London-based NCRI official Ali Safavi told Reuters: ""We condemn this raid which is in our view illegal and morally and politically unjustifiable.""","""We condemn this raid which is in our view illegal and morally and politically unjustifiable London-based NCRI official Ali Safavi told Reuters by telephone.
main-news"
main-news,Once converted BayStar will own an aggregate of approximately 2.95 million shares of SCO common stock or 17.5 percent of the company's outstanding shares.,The investment gives Larkspur
main-news,OPEC producers at a meeting on Wednesday are set to pressure independent oil exporters to contribute to the cartel's next supply cut to allow for the return of Iraqi oil.,OPEC this week is set to pressure independent exporters to back the cartel's next supply cut to prevent the resumption of Iraqi exports undercutting oil prices.
main-news,The Federal Trade Commission (FTC) asked Congress today for additional authority to fight unwanted Internet spam which now accounts for up to half of all e-mail traffic.,The Federal Trade Commission asked Congress yesterday for broader powers to attack the rapidly growing problem of spam
main-news,A federal grand jury indicted them on Tuesday; the document was sealed until yesterday to allow authorities to make arrests.,Federal officials said the document remained sealed until Thursday morning to allow authorities to make arrests in five Western states.
main-news,"People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn't the right thing to do.""","""What is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do."""
main-news,Richard Miller remained hospitalized after undergoing a liver transplant but his wife has recovered.,Richard Miller
main-news,Sequent representatives could not immediately be reached for comment on the SCO announcement.,A spokesman for SCO could not be reached for comment this afternoon.
main-news,The proportion of people covered by employers dropped from 62.3 percent in 2001 to 61.3 percent last year.,The proportion of Americans with insurance from employers declined to 61.3 percent
main-news,WORLD No. 2 Lleyton Hewitt has accused the Association of Tennis Professionals of malice including an alleged attempt last year to dupe him into refusing a drug test.,World No.2 Lleyton Hewitt has accused his professional peers of long-standing malice
main-news,MSN Messenger 6 will be available for download starting at 6 p.m. GMT on Wednesday from http://messenger.msn.com/download/v6preview.asp.,The MSN Messenger 6 software will be available from 11 a.m. PST on Wednesday
main-news,"In connection with the incident I have acknowledged that I behaved inappropriately.""","""I have acknowledged that I behaved inappropriately he said.
main-news"
main-news,Women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type 1 diabetes in their children Melbourne researchers believe.,Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.
main-news,People who once thought their blood pressure was fine actually may be well on their way to hypertension under new U.S. guidelines published on Wednesday.,People who once thought their blood pressure was fine actually need to start exercising and eating better
main-news,Amazon also reported that the New York Attorney General's office had settled civil fraud charges with one of the spoofers it identified.,Amazon and the New York attorney general's office have already settled with one of the alleged e-mail forgers.
main-news,The leading actress nod went to energetic newcomer Marissa Jaret Winokur as Edna's daughter Tracy.,Marissa Jaret Winokur
main-news,"""It appears from our initial report that this was a textbook landing considering the circumstances Burke said.","Said Mr. Burke: It was a textbook landing considering the circumstances."""
main-news,By state law 911 calls are not public information and were not released.,By law
main-news,The ADRs fell 10 cents to $28.95 at 10:06 a.m. in New York Stock Exchange composite trading today.,Shares of Fox Entertainment Group Inc.
main-news,Bremer said one initiative is to launch a $70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects.,Bremer said he would launch a $70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects
main-news,The British Foreign Office said Monday that coalition authorities in Iraq were pleased that the men were freed.,The British Foreign Office said it had mediated the two men's release.
main-news,Wal-Mart estimates more than 100 million Americans visit their stores every week.,Each week 138 million shoppers visit Wal-Mart's 4
main-news,"Added Mr. Prodi: ""Maybe but the old age helps us to understand our strengths and our weakness.""","""Maybe"
main-news,Ridge said no real explosives or harmful devices will be used in the exercise.,Ridge said that no actual explosives or other harmful substances will be used.
main-news,Amnesty International has said that over the past 20 years it has collected information about 17000 disappearances in Iraq but the actual figure may be much higher.,Amnesty International said that over the past 20 years it had collected information about 17
main-news,Texas Instruments climbed $1.37 to $19.25 yesterday and Novellus Systems Inc. advanced $1.76 to $36.31.,"Texas Instruments climbed $US1.37 to $US19.25 and Novellus Systems advanced $US1.76 to $US36.31 each having been raised to ""overweight"" by Lehman."
main-news,She asked to be excused from last week's Cabinet session to prepare for a meeting with the presidents of Rwanda and Uganda.,She took the highly unusual step of skipping cabinet to attend a meeting with the presidents of Rwanda and Uganda.
main-news,In a mixture of ancient pagan and modern Christian rites the villagers have staged a series of ceremonies hoping to erase the misfortunes they believe have kept them poor.,In a mixture of ancient Melanesian pagan and modern Christian ceremonies the people tried again to erase the misfortunes they believe have kept them poor since that long-ago meal.
main-news,Monkeypox is usually found only in central and western Africa.,Prairie dogs
main-news,The film is the second of a trilogy which will wrap up in November with The Matrix Revolutions.,"""Reloaded"" is the second installment of a trilogy; ""The Matrix Revolutions"" is slated for debut in November."
main-news,In addition the Justice Department said that the FBI has conducted ''fewer than 10'' investigations involving visits to mosques.,"In addition ""fewer than 10"" FBI offices have conducted investigations involving visits to Islamic mosques"
main-news,The launch coincides with the JavaOne developers' conference in San Francisco this week.,The news also comes in conjunction with Suns annual JavaOne developers conference in San Francisco.
main-news,A Royal Duty is based on his experiences with Diana Princess of Wales and letters allegedly to and from her.,The royal household was bracing itself for any more revelations in A Royal Duty
main-news,SARS went on to claim the lives of 44 people in the Toronto area including two nurses and a doctor.,The virus killed 44 people in the Toronto area
main-news,Apple Computer's new online music service sold more than 1 million songs during its first week of operation the company said Monday.,Apple Computer Inc. said Monday it exceeded record industry expectations by selling more than 1 million songs since the launch of its online music store a week ago.
main-news,He had been arrested twice before for trespassing and barred from the complex - home to his mother and two children.,He had been arrested twice before for trespassing and was barred from the complex.
main-news,Oracle Corp's Chairman and CEO Larry Ellison didn't rule out sweetening the company's unsolicited offer to acquire rival PeopleSoft Inc.,Oracle chairman Larry Ellison has hinted that the company could yet again increase its offer for rival PeopleSoft.
main-news,The Portuguese weather service said Europe's heatwave was caused by a mass of hot dry air moving from the southeast.,The heatwave was due to a mass of hot
main-news,"""Spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant they announced at a press conference yesterday.","Spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant Wyden and Dorgan said Monday in a letter to the Pentagon.
main-news"
main-news,The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen.,The arm was kept in a separate room
main-news,That triggered a 47-hour police standoff that inconvenienced thousands of commuters as traffic backed up in Downtown Washington and northern Virginia.,His protest led to a 47-hour standoff with police that caused huge traffic jams in downtown Washington and northern Virginia.
main-news,Agriculture ministers from more than one hundred nations are expected to attend the three-day Ministerial Conference and Expo on Agricultural Science and Technology sponsored by the U.S. Department of Agriculture.,U.S. Agriculture Secretary Ann Veneman kicks off the three-day Ministerial Conference and Expo on Agricultural Science and Technology on Monday.
main-news,Complicating the situation is the presence of battle-hardened Liberians who have been fighting on both sides.,Fighting has continued sporadically in the west
main-news,This year the Audubon Society once again hosts its annual Christmas Bird Count.,It's the National Audubon Society's annual Christmas Bird Count
main-news,Before it was removed the site listed in broken English the rules for hackers who might participate.,Organizers established a Web site
main-news,Doctors have speculated that the body’s own estrogen protects against cell damage and improves blood flow.,Their belief was based on speculation that estrogen prevents cell damage and improves blood flow.
main-news,They also found shortness was associated with a family history of hearing loss.,Shortness was found twice as often in those with hearing loss.
main-news,Cisco executives said they were encouraged by $1.3 billion in cash flow and the increase in net income but hoped for a rebound.,Cisco executives were encouraged by $1.3 billion in cash flow and the increase in net income
main-news,"Is it in the food supply?"" says David Ropeik director of risk communication at the Harvard Center for Risk Analysis.","""It's not zero said David Ropeik, director of risk communication at the Harvard Center for Risk Analysis.
main-news"
main-news,Fletcher said he expects to have the support of lawmakers from agricultural states many of whom are on the committee.,He said he also expects to have the support of lawmakers from other agricultural states.
main-news,Seven 20- and 21-year-old cadets were ticketed by police for drinking alcohol in an off-campus hotel room early Saturday with two young women aged 16 and 18.,Seven 20- and 21-year-old male cadets were caught in an off-campus hotel room early Saturday with two female teens
main-news,Such a step could put the issue before the UN Security Council.,The matter could then be sent to the U.N. Security Council.
main-news,He planned to stay all day until the river crested which was forecast for late last night.,He and the other lawyers planned to stay until the river starts receding.
main-news,The camp hosts summer religious retreats for children and other events year-round according to its Web site.,The Saint Sophia Camp hosts religious retreats for children during the summer months as well as other events year round
main-news,Dealers said the single currency's downward momentum against the dollar could pick up speed if it broke below $1.15.,Dealers said the euro's downward momentum may pick up speed should it break below $1.15.
main-news,Gemstar's shares gathered up 2.6 percent adding 14 cents to $5.49 at the close.,Gemstar shares moved higher on the news
main-news,According to the Census Bureau the Hispanic population increased by 9.8 percent from the April 2000 census figures.,The Hispanic population increased by 9.8per cent from the April 2000 census figures
main-news,Its shares jumped to $54.50 in pre-open trading from $50.90 at Wednesday's close.,Shares jumped almost 7 percent in pre-open trading
main-news,Also weighing on the market was news that General Motors GM.N planned to issue $10 billion in debt in part to plug a hole in its pension plan.,Also hurting was news General Motors GM.N was to issue $10 billion in debt
main-news,Russin did not comment; his lawyer did not attend the hearing and did not return phone messages.,His lawyer
main-news,The only other person who had not been accounted for Sunday was a man from Fort Worth Texas.,Another person
main-news,AFTRA members approved the merger by a vote of 75.88% to 24.12%.,AFTRA
main-news,The currency briefly weakened slightly on Monday to trade at 55.34/39 not far from its record low of 55.75.,The currency briefly weakened on Monday morning but rebounded to trade at 55.25/29
main-news,While some other parts of Africa have been used as staging grounds for the terror group Malawi previously had not been a major focus of investigations into al-Qaida.,While some other parts of Africa have been used as Al Qaeda staging grounds
main-news,On Sunday a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded.,On Sunday
main-news,"""I'm real excited to be a Cleveland Cavalier James said.","I'm really excited about going to Cleveland James told ESPN.com.
main-news"
main-news,Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.,Five-time Tour de France winner Lance Armstrong is in Denver today for a meeting about surviving cancer.
main-news,She survives him as do their four children -- sons Anthony and Kelly daughters Linda Hope and Nora Somers -- and four grandchildren.,Hope is survived by his wife; sons Anthony and Kelly; daughters Linda and Nora Somers; and four grandchildren.
main-news,Police using pepper spray arrested 12 people Monday night at a march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit.,Police used pepper spray and rubber bullets to disperse a downtown march and rally last night by activists protesting an annual police intelligence-training seminar.
main-news,The department ordered an 18.2 percent reduction for Allstate Texas Lloyds and a 12 percent reduction for State Farm Lloyds.,The department ordered a 12 percent reduction for State Farm Lloyds
main-news,Colgate shares closed Monday at $56.30 on the New York Stock Exchange.,Colgate shares were down 30 cents at $56 in morning trade on the New York Stock Exchange.
main-news,Several shots rang out in the darkness but only one gator had been killed by 11 p.m.,Several shots rang out Wednesday night
main-news,"""Unlike many early-stage Internet firms Google is believed to be profitable.",The privately held Google is believed to be profitable.
main-news,"""It is safe to assume the Senate is prepared to pass some form of cap King said.","Its safe to assume the Senate is prepared to pass some form of a cap....The level of it is to be debated.
main-news"
main-news,Another big gainer was Rambus Inc. (nasdaq: RMBS - news - people) which shot 32 percent higher.,Rambus Inc. (nasdaq: RMBS - news - people) shot up 38 percent
main-news,Russ Britt is the Los Angeles Bureau Chief for CBS.MarketWatch.com.,Emily Church is London bureau chief of CBS.MarketWatch.com.
main-news,Several states and the federal government later passed similar or more strict bans.,Following California's lead
main-news,Still he noted Miami must decide whether to seek ACC membership for the next school year by June 30 to adhere to Big East guidelines.,Still
main-news,"Revenues for ""The Hulk"" came in well below those of last month's Marvel Comics adaptation ""X2: X-Men United which grossed $85.6 million in its opening weekend.","The Hulk trailed last month's Marvel Comics adaptation, X2: X-Men United, which grossed $85.6-million in its opening weekend.
main-news"
main-news,She had only a single condition that the book not be published until her death.,She insisted
main-news,The findings are published in the November 6 edition of the journal Nature.,Both studies are published on Thursday in Nature
main-news,U.S. and European leaders pledged on Wednesday to work together to keep Iran from developing nuclear weapons presenting a united front after months of bitter acrimony over Iraq.,Bush said U.S. and European Union leaders
main-news,He left the army for Syria where he received religious training.,He moved to Syria
main-news,The meeting was scheduled to end Wednesday night with attendees approving resolutions that express the denomination's view on issues but that are not binding on churches.,On Wednesday
main-news,But the inadequate performance of students in various subgroups tagged the state as deficient under the federal No Child Left Behind act.,But the inadequate performance of students in various subgroups
main-news,This led to the recovery of the 270-kilogram Cancuen altar announced on Wednesday by the Vanderbilt University in Nashville and the National Geographic Society.,This led last month to the recovery of the 600-pound Cancun altar
main-news,"In a not-too-subtle swipe at Dean he predicted Americans would not elect a Democrat ""who sounds an uncertain trumpet in these dangerous times.""","They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times."""
main-news,Her lawyer Donald Levine told The Telegraph she had been offered $US250000 to tell her story exclusively to Australian TV.,Mr Levine said she had been offered $400
main-news,Perry has called lawmakers into two special sessions to address congressional redistricting.,Perry has since called two special legislative sessions to try force the redistricting plan through.
main-news,AirTran officials and a Boeing official declined to comment yesterday.,Trish York
main-news,Negotiators said Friday they made good progress during their latest round of talks on creating a Central American Free Trade Agreement.,Negotiators said Friday they made progress during their latest round of free-trade negotiations between the United States and five Central American countries this week in Houston.
main-news,"""It's very difficult to do large syndicated loans in Japan where there is a lack of expertise, says one banker.","It is very difficult to do large syndicated loans in Japan says one banker.
main-news"
main-news,CCAG supported Bill Curry Rowland's opponent in the 2002 gubernatorial election.,Mr. Swan's group supported the governor's Democratic opponent
main-news,They later fell out and have backed a series of rival Congolese militias in recent years.,The two invading countries later fell out
main-news,Another said its members would continue to call the more than 50 million phone numbers on the Federal Trade Commission's list.,Meantime
main-news,Veteran entertainer Bob Hope celebrates his 100th birthday - and many years in showbusiness - on Thursday.,Hollywood and the world are gearing up to celebrate legendary entertainer Bob Hope's 100th birthday on Thursday.
main-news,Declining issues outnumbered advancers nearly 2 to 1 on the New York Stock Exchange.,Advancers outnumbered decliners by nearly 8 to 3 on the NYSE and more than 11 to 5 on Nasdaq.
main-news,A floating airfield with a flight deck covering 4.5 acres the ship took about five years to build.,The Reagan
main-news,"According to a news release sent by the Terry Schindler-Schiavo Foundation Florida Speaker Johnnie Byrd will introduce ""Terri's Bill"" during the special session Monday.",Florida's Speaker of the House Johnnie Byrd
main-news,Also businesses throughout Utah are volunteering to display Amber alerts on their signs.,Other businesses are volunteering to put the alerts on their electronic signs and billboards.
main-news,For the year it expects sales of $94 million and a profit of 26 cents a share from continuing operations.,This is an increase from the $22.5 million and 5 cents a share previously forecast.
main-news,After Hughes refused to rehire Hernandez he complained to the Equal Employment Opportunity Commission.,Hernandez filed an Equal Employment Opportunity Commission complaint and sued.
main-news,"Dewhurst's proposal calls for an abrupt end to the controversial ""Robin Hood"" plan for school finance.","The committee would propose a replacement for the ""Robin Hood"" school finance system."
main-news,Other countries and private creditors are owed at least $80 billion in addition.,Other countries are owed at least $US80 billion ($108.52 billion).
main-news,Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11000 per call.,Under the law
main-news,He explained that he found Antetonitrus when he came to Wits in 2001 as a post-doctoral research assistant at England's University of Bristol.,He explained that he found antetonitrus when he came to Wits in 2001 while a post-doctoral research assistant at Bristol University in Britain.
main-news,The jury also found Gonzales guilty of using excessive force by dousing Olvera-Carrera with pepper spray.,Gonzales was found guilty of using excessive force by spraying Olvera with pepper spray.
main-news,"""Enron company executives engaged in widespread and pervasive fraud prosecutor Samuel Buell told the Associated Press.","Enron company executives engaged in widespread and pervasive fraud to manipulate the company's earnings results Buell said.
main-news"
main-news,Those reports were denied by the interior minister Prince Nayef.,However
main-news,Bryant previously said that hike had a greater impact on demand than officials expected.,Chief financial officer Andy Bryant has said that hike had a greater affect volume than officials expected.
main-news,Judge Leroy Millette Jr. can reduce the punishment to life in prison without parole when Muhammad is formally sentenced Feb. 12 but Virginia judges rarely take such action.,Though the judge can reduce the punishment to life in prison without parole
main-news,A spokeswoman at Strong Memorial Hospital said Doud was in satisfactory condition Tuesday night.,A spokesman at Strong Memorial Hospital said Doud was under evaluation Tuesday evening in the emergency room.
main-news,After that college President Paul Pribbenow told him to wrap up his speech.,After Hedges' microphone was unplugged for a second time
main-news,For the 12-month period ending June 30 high-speed lines installed in homes and businesses increased by 45 percent.,For the full year period ending June 30
main-news,Ricky Clemons' brief troubled Missouri basketball career is over.,Missouri kicked Ricky Clemons off its team
main-news,US military officials say rotor wash from the helicopter might have blown down the banner.,"US officials said downward ""rotor wash"" generated by the hovering helicopter stripped the flag from the tower."
main-news,The settlement taking effect this week was reached less than two months after O'Malley took the helm of the nation's fourth-largest archdiocese.,The $85 million agreement was reached in September
main-news,The U.S. Capitol was evacuated yesterday after authorities detected a possibly hazardous material in the basement of the Senate wing Capitol Police said.,U.S. Capitol Police evacuated the Capitol yesterday after a sensor detected a possible biohazard in the Senate wing
main-news,The former president also gave numerous speeches in 2002 without compensation said his spokesman Jim Kennedy.,His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.
main-news,Dubbed Project Mad Hatter the Linux-based desktop is being promoted by Sun as a more secure and less expensive alternative to Windows.,Designed to compete with Microsoft Corp.
main-news,A key figure in former state Treasurer Paul Silvester's bribery scheme was accused Wednesday of changing his story about Silvester's alleged corrupt dealings with a Boston investment firm.,A key player in former state Treasurer Paul Silvester's corruption scheme testified on Tuesday about kickbacks and bribes Silvester traded for state business.
main-news,"""The mission of the CAPPS II system has been and always will be aviation security said the administration, part of the Homeland Security Department.","The mission of the CAPPS II system has been and always will be aviation security they said.
main-news"
main-news,"""We believe that it is not necessary to have a divisive confirmation fight over a Supreme Court appointment Daschle wrote.","We believe that it is not necessary to have a divisive confirmation fight Daschle of South Dakota wrote the Republican president.
main-news"
main-news,China's Health Ministry said five more people had died of Sars and a further 159 were infected.,On Monday
main-news,He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers.,He said FDA hopes Congress and the courts will bring clarity to the situation and some financial relief to consumers — perhaps before the 2004 elections.
main-news,Ernst & Young admitted no wrongdoing with the settlement.,Ernst & Young spokesman Kenneth Kerrigan said the firm admits no wrongdoing.
main-news,The differences between Grassley and Thomas on energy and Medicare have become so pointed that other members say their angry personal relationship is embarrassing the party.,Their differences on energy and Medicare have become so pointed other members say it is embarrassing to the party.
main-news,He wounded a security guard and then fled stabbing two passersby as he ran off along the promenade.,He then stabbed two passersby as he fled along a promenade by the Mediterranean Sea.
main-news,He and his colleagues attributed some of the communication gap to doctors feeling pressed for time.,He attributed some of the communication gap to doctors feeling pressed for time; patients cited discomfort discussing financial issues.
main-news,State police said as many as 30 workers were trapped immediately after the garage collapsed.,As many as 30 people were believed to be trapped inside initially
main-news,OS ANGELES - ''The Hulk'' was a monster at the box office in its debut weekend taking in a June opening record of $62.6 million.,"""The Hulk"" took in $62.6 million at the box office"
main-news,Congratulations on being named Time magazine's Person of the Year.,Time magazine named the American soldier its Person of the Year for 2003.
main-news,The indictment said he attended important meetings to plan the attacks recruited fellow bombers and coordinated the operation.,Samudra not present in Bangkok
main-news,It will also give Microsoft an opportunity to comment on remedies proposed by the Commission.,Among other things
main-news,Texans saddled with skyrocketing homeowners premiums might finally be getting relief.,Relief is in sight for Texans saddled with skyrocketing homeowners insurance premiums.
main-news,Six Democrats are vying to succeed Jacques and have qualified for the Feb. 3 primary ballot.,Six Democrats and two Republicans are running for her seat and have qualified for the Feb. 3 primary ballot.
main-news,"Halliburton on Tuesday reiterated its contention that KBR had ""delivered fuel to Iraq at the best value the best price and the best terms"".","""We believe KBR delivered fuel to Iraq at the best value"
main-news,Stanford (46-15) plays South Carolina (44-20) today in a first-round game at Rosenblatt Stadium in Omaha Neb.,Stanford (46-15) plays South Carolina (44-20) on Friday in the opening game of the double-elimination tournament.
main-news,The same survey a month ago had Street leading Katz 42 percent to 34 percent with 21 percent undecided.,One month ago in the same poll
main-news,But they don’t realize that until it’s too late (of course) because they’re potential victims in a horror movie.,But they don't realize that until it's too late (of course) because they're potential victims.
main-news,The euro has slipped nearly four percent since matching a record peak of around $1.1935 only last week and hitting an all-time high of 140.90 yen in late May.,The euro has slipped as much as four cents since matching a record peak near $1.1935 last week and hitting a record high of 140.90 yen in late May.
main-news,The tech-loaded Nasdaq composite rose 20.96 points to 1595.91 to end at its highest level for 12 months.,The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points
main-news,With the Expose feature all open windows shrink to fit on the screen but are still clear enough to identify.,With the Expose (ex-poh-SAY) feature
main-news,Instead prosecutors dismissed charges and Rucker left the courtroom a free man.,Instead he left the courtroom a free man after authorities dismissed criminal charges.
main-news,"""This case was both mentally challenging and emotionally exhausting said the foreman, Jim Wolfcale, a 41-year-old minister.","Jim Wolfcale, the jury foreman and a minister, said, This case was both mentally challenging and emotionally exhausting."""
main-news,He arrives later this week on the first state visit by a US President.,Mr Bush arrives on Tuesday on the first state visit by an American President.
main-news,The volatile mix could drag the session beyond the four days allotted by Bush said Senate President Jim King.,The Senate might support capping noneconomic damages beyond the $250
main-news,More than 100 police officers were involved in the busts that were the culmination of a two-year operation investigating the cocaine importing and money laundering gang.,More than 100 officers launched the London raids in the final phase of a two-year operation investigating a cocaine and money laundering ring.
main-news,Stripping out the extraordinary items fourth-quarter earnings were 64 cents a share compared to 25 cents a share in the prior year.,Earnings were 59 cents a share for the three months ended May 25 compared with 15 cents a share a year earlier.
main-news,But at age 15 she had reached 260 pounds and a difficult decision: It was time to try surgery.,But at the age of 15
main-news,If it's a Bill Gates Comdex keynote it must be time for new Tablet PCs.,If it's the Sunday night before Comdex
main-news,According to reports Knight allegedly punched a parking attendant outside a Los Angeles nightclub.,He was arrested last week for allegedly punching a parking attendant outside a nightclub in LA.
main-news,But the cancer society said its study had been misused.,The American Cancer Society and several scientists said the study was flawed in several ways.
main-news,Both are being held in the Armstrong County Jail.,Tatar was being held without bail in Armstrong County Prison today.
main-news,The confusion capped a tumultuous week for the list which is intended to block about 80 percent of telemarketing calls.,The free service was originally intended to block about 80 percent of telemarketer calls.
main-news,The jury awarded TVT about $23 million in compensatory damages and roughly $108 million in punitive damages.,TVT Records sought $360 million in punitive damages and $30 million in compensatory damages
main-news,TVT Records sought $360 million in punitive damages and $30 million in compensatory damages officials said.,The damages included $24 million in compensatory damages and $52 million in punitive damages for IDJ.
main-news,The two Democrats on the five-member FCC panel held a news conference to sway opinion against Powell.,The two Democrats on the five-member FCC held a news conference to sway opinion against Powell and the panel's two other Republicans.
main-news,Unit volumes also set a record as notebooks accounted for more than 40 percent of sales.,In May 2002
main-news,Besides battling its sales slump Siebel also has been sparring with some investors upset about huge stock option windfalls company managers have pocketed.,Besides a sales slump
main-news,Stanford (51-17) and Rice (57-12) will play for the national championship tonight.,Rice (57-12) and Stanford (51-17) will meet in a winner-take-all matchup at 6:05 p.m. Monday.
main-news,"A 32-count indictment ""strikes at one of the very top targets in the drug trafficking world U.S. Attorney Marcos Jimenez said.","The newly unsealed 32-count indictment alleges money laundering and conspiracy and strikes at one of the very top targets in the drug-trafficking world Jiménez said.
main-news"
main-news,Dotson told FBI agents that he shot Dennehy after the player tried to shoot him according to the arrest warrant affidavit.,Dotson was arrested July 21 after telling FBI agents he shot Dennehy when Dennehy tried to shoot him
main-news,Eric Gagne earned his 17th save in as many opportunities as he struck out three in the ninth and allowed only an infield single by Greg Norton.,Closer Eric Gagne earned his 17th save in as many opportunities as he struck out three of the four batters he faced in the ninth.
main-news,Blair's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action.,Britain included the accusation in a September 2002 dossier setting out the case for war in Iraq.
main-news,Not counting energy prices wholesale prices were down 0.9 percent.,Energy prices dropped by 8.6 percent
main-news,The spacecraft is scheduled to blast off as early as tomorrow or as late as Friday from the Jiuquan launching site in the Gobi Desert.,The spacecraft is scheduled to blast off between next Wednesday and Friday from a launching site in the Gobi Desert.
main-news,At least 11 more cases in Indiana and three in Illinois are suspected.,There’s also at least three suspected cases in Illinois and 11 in Indiana.
main-news,"The pill which they call the ""polypill would contain aspirin, a cholesterol-lowering drug, three blood pressure-lowering drugs at half the standard dose and folic acid.","The ingredients of such a polypill would contain aspirin, a cholesterol-lowering statin, three blood pressure-lowering agents in half dose, and folic acid.
main-news"
main-news,At Tuesday's arraignment hearing Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements.,At the hearing he pleaded not guilty to the burial service fraud and false statements charges.
main-news,Still revenues from the extra premiums would not be huge.,How would the extra premiums be collected?
main-news,Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected demand for computer microprocessors offset the weakness of its communications chip business.,Intel Corp.'s second-quarter profits doubled and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors.
main-news,Schroeder cancelled his Italian holiday after Stefani refused to apologise for the slurs which came after Berlusconi compared a German politician to a Nazi concentration camp guard.,Stefani's remarks further stoked tension after Italian Prime Minister Silvio Berlusconi last week compared a German member of the European Parliament to a Nazi concentration camp guard.
main-news,Dell's OpenManage software includes Dell Update Packages with SMS to help automate the management of server hardware applications and operating systems patches with a single tool.,"The update packages help ""automate the management of server hardware"
main-news,LURD's Ja'neh also called for an interim government and the deployment of a U.S.-led Western peacekeeping force.,The rebels are also calling for the deployment of a U.S.-led peacekeeping force.
main-news,"KEDO Spokesman Roland Tricot said: ""The executive board decided to refer this question to capitals.","""The executive board decided to refer this to the capitals the Korean Energy Development Organization said.
main-news"
main-news,the ensuing battle and airstrikes killed at least 10 militants. ,an ensuing battle killed at least 10 militants.
main-news,the panamanian foreign ministry communique stated that the task force will facilitate the technological transfer and promote the biofuel production and consumption. ,the panamanian foreign ministry communique stated that panama and brazil signed 3 juridical-issue treaties that included an extradition
main-news,vietnam has among the world's harshest drug laws. ,vietnam's drug laws are among the world's strictest laws.
main-news,saferworld team leader on transfer controls and small arms roy isbister stated-- the eu embargo prohibits direct or indirect supply of military equipment for use in myanmar. ,saferworld team leader on transfer controls and small arms roy isbister stated that -- the eu embargo explicitly states that no military equipment should be supplied either directly or indirectly for use in myanmar.
main-news,the united states and other nato members have refused to ratify the amended treaty. ,the united states and other nato members have refused to do ratify the updates cfe.
